relative_path,duration_sec,n_frames,fps
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 2).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 3).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 4).mp4,2.200,55,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَرَ.mp4,5.640,141,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَلٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْسٌ (إِشَارَة 1).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْسٌ (إِشَارَة 2).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْسَكَ.mp4,2.040,51,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْعَاءٌ (إِشَارَة 1).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْعَاءٌ (إِشَارَة 2).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْعَاءٌ (إِشَارَة 3).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنَانَس (إِشَارَة 1).mp4,6.280,157,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنَانَس (إِشَارَة 2).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنَّ.mp4,4.167,125,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنِيقٌ (إِشَارَة 1).mp4,7.280,182,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنْفٌ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنْقَذَ.mp4,6.120,153,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوَّل مَرَّة (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوَّل مَرَّة (إِشَارَة 2).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوَّلاً.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْ (إِشَارَة 1).mp4,5.700,171,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْ (إِشَارَة 2).mp4,4.567,137,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْقَفَ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْقَفَ (إِشَارَة 2).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَيْضًا.mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَيْنَ (إِشَارَة 1).mp4,5.840,146,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَيْنَ (إِشَارَة 2).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُتُوبِيسٌ (إِشَارَة 1).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُتُوبِيسٌ (إِشَارَة 2).mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُجْرَةٌ (إِشَارَة 1).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُجْرَةٌ (إِشَارَة 2).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُخْتٌ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُذْنٌ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُرْجُوحَةٌ.mp4,5.040,126,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْبُوعٌ.mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 2).mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 3).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْطُوَانَةٌ.mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُطْرُوحَةٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُكُورْدِيُون.mp4,6.440,161,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 1).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 2).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 3).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 4).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُولَمْبِيَاد.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُيَّلٌ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْتَسَمَ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْتَسَمَ (إِشَارَة 2).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنٌ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنٌ (إِشَارَة 2).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنُ الْعَمِّ (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنُ الْعَمِّ (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتَّصَلَ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتَّفَقَ.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتَّهَمَ.mp4,2.640,66,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّجَاهٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 1).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 3).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِثْنَانِ.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِجْتِمَاعٌ (إِشَارَة 1).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِجْتِمَاعٌ (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِجْتِمَاعٌ (إِشَارَة 3).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْتَجَّ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْتَفَظَ (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْتَفَظَ (إِشَارَة 2).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْتَفَظَ (إِشَارَة 3).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْتِكَاكٌ.mp4,5.160,129,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْذَرْ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَارَ.mp4,5.680,142,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَبَأَ (إِشَارَة 1).mp4,5.400,135,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَبَأَ (إِشَارَة 2).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَفَى.mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتِرَاقٌ (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِدَّخَرَ (إِشَارَة 1).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِدَّخَرَ (إِشَارَة 2).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَاحَ (إِشَارَة 1).mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَاحَ (إِشَارَة 2).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَاحَ (إِشَارَة 3).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَطَمَ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَدْعَى (إِشَارَة 1).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَدْعَى (إِشَارَة 2).mp4,4.880,122,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَقَرَّ (إِشَارَة 1).mp4,2.360,59,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَقْبَلَ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَمْتَعَ (إِشَارَة 1).mp4,5.680,142,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَمْتَعَ (إِشَارَة 2).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَيْقَظَ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتِرَاحَةٌ (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتِرَاحَةٌ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْمٌ.mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِشْتَرَى.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِشْتِرَاكُ الهَاتِفِ.mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِشْمِئْزَازٌ.mp4,2.200,55,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِعْتَادَ (إِشَارَة 1).mp4,4.900,147,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِعْتَادَ (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِعْتَرَضَ.mp4,2.640,66,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِفْتَرَقَ (إِشَارَة 1).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِقْتِطَاعٌ (إِشَارَة 1).mp4,4.700,141,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِقْتِطَاعٌ (إِشَارَة 2).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِكْتَشَفَ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِلْتَحَقَ.mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِمْتِحَانٌ (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِمْتِحَانٌ (إِشَارَة 2).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَخَبَ.mp4,5.880,147,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَصَرَ (إِشَارَة 1).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَظَرَ (إِشَارَة 1).mp4,2.843,84,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَظَرَ (إِشَارَة 2).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَعَشَ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَقَلَ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَقَلَ (إِشَارَة 2).mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَهَى (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَهَى (إِشَارَة 2).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْخَرَطَ (إِشَارَة 1).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْخَرَطَ (إِشَارَة 2).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْخِفَاضٌ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْدَمَجَ.mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْسَحَبَ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْفَجَرَ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْقِطَاعُ الكَهْرَبَاءِ (إِشَارَة 1).mp4,5.280,132,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْقِطَاعُ الكَهْرَبَاءِ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرَاهِيمُ عَلَيْهِ السَّلاَمُ.mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرَةٌ (إِشَارَة 1).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرَةٌ (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرِيقٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْطٌ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْهَامٌ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِجَّاصٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِجْمَاعٌ (إِشَارَة 1).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِجْمَاعٌ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِدَارَةٌ (إِشَارَة 1).mp4,5.240,131,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِدَارَةٌ (إِشَارَة 2).mp4,5.400,135,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذاً.mp4,5.133,154,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَا (إِشَارَة 1).mp4,5.667,170,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَا (إِشَارَة 2).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَاعَةٌ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَاعَةٌ (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْبَانْيَا (إِشَارَة 1).mp4,5.400,135,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْبَانْيَا (إِشَارَة 2).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْكَافِيٌّ (إِشَارَة 1).mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْكَافِيٌّ (إِشَارَة 2).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْكَافِيٌّ (إِشَارَة 3).mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِشَارَةٌ مَائِلَةٌ مُعَاكِسَةٌ.mp4,2.520,63,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِشَارَةٌ مَائِلَةٌ.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِشَارَةٌ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصَابَةٌ (هَدَفٌ) (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصْبَعٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصْبَعُ الْقَدَمِ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصْبَعُ الْقَدَمِ (إِشَارَة 2).mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِعَاقَةٌ ذِهْنِيَّةٌ (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِعَاقَةٌ ذِهْنِيَّةٌ (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 1).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 2).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 3).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 3).mp4,5.960,149,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 1).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 2).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 1).mp4,5.240,131,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 2).mp4,5.280,132,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 3).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِنَاءٌ.mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِنْجْلَتِرّا (إِشَارَة 1).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِوَزَّةٌ.mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 1).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 2).mp4,4.267,128,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 1).mp4,5.480,137,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 3).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 4).mp4,3.720,93,25.000
